"X","Y","juos","elev","slp","asp","point.ID","poly.ID","mukey","taxorder","taxsuborde","taxgrtgrou","taxsubgrp","subord","grtgrp","c_order","c_sbord","c_ggrp","phmin","phave","phmax","frag3to10","sieveno4","sieveno10","sieveno40","sieveno200","sand","silt","clay","omr","dryweight","ksat","awc","wsat","minalogy","reaction","ph_ave","frag_3to10","sieve_4","sieve_10","sieve_40","sieve_200","sand_txt","silt_txt","clay_txt","orgmat","dwieght","ksat_txt","awc_txt","wsat_txt","minerals","calcereous"
-107.926413,38.543736,0,1723,0.623785674571991,352.874969482422,801,895,"659546",NA,NA,NA,NA,"non","non",100,100,100,740,819,900,2,95,94,91,83,15,49,36,75,0,0,0,0,"mixed","calcareous","819","2","95","94","91","83","15","49","36","75",NA,NA,NA,"na","mixed","calcareous"
-111.402699,38.534358,1,2150,4.92290115356445,53.543327331543,802,420,"674569","Mollisols","Cryolls","Argicryolls","Ustic Argicryolls","Cry","Arg",107,107,103,610,750,960,3,86,82,69,56,44,31,25,191,147,917,17,37,"mixed",NA,"750","3","86","82","69","56","44","31","25","191","147","917","17","37","mixed",NA
-111.230192,38.535022,0,1841,0.417813003063202,270,803,528,"674784",NA,NA,NA,NA,"non","non",100,100,100,740,829,960,4,85,81,67,45,64,23,14,58,0,0,0,0,"gypsic",NA,"829","4","85","81","67","45","64","23","14","58",NA,NA,NA,"na","gypsic",NA
-110.943347,38.535234,0,1521,7.04099273681641,109.148139953613,804,529,"674510","Entisols","Orthents","Ustorthents","Lithic Ustorthents","Ort","Ust",104,115,137,740,820,900,9,70,64,49,33,47,36,17,58,141,917,8,27,"carbonatic",NA,"820","9","70","64","49","33","47","36","17","58","141","917","8","27","carbonatic",NA
-110.713871,38.534897,0,1497,1.0870795249939,265.100921630859,805,559,"674508","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,834,900,1,97,91,74,32,77,13,10,65,157,2822,10,41,"mixed","calcareous","834","1","97","91","74","32","77","13","10","65","157","2822","10","41","mixed","calcareous"
-110.427036,38.533844,0,1592,0.895931601524353,36.5730323791504,806,555,"674502","Aridisols","Calcids","Haplocalcids","Typic Haplocalcids","Cal","Hap",103,105,120,740,827,900,0,99,98,80,33,80,13,8,37,157,9174,8,41,"mixed",NA,"827","0","99","98","80","33","80","13","8","37","157","9174","8","41","mixed",NA
-110.19758,38.532496,0,1533,0.683054745197296,350.217590332031,807,555,"674502","Aridisols","Calcids","Haplocalcids","Typic Haplocalcids","Cal","Hap",103,105,120,740,827,900,0,99,98,80,33,80,13,8,37,157,9174,8,41,"mixed",NA,"827","0","99","98","80","33","80","13","8","37","157","9174","8","41","mixed",NA
-110.08286,38.531644,1,1509,2.18636965751648,4.05673789978027,808,564,"674534",NA,NA,NA,NA,"non","non",100,100,100,740,817,900,4,92,89,71,34,74,17,9,67,0,0,0,0,"mixed","calcareous","817","4","92","89","71","34","74","17","9","67",NA,NA,NA,"na","mixed","calcareous"
-108.706835,38.512729,1,2035,5.0116753578186,201.785018920898,809,896,"659554","Inceptisols","Ustepts","Calciustepts","Lithic Calciustepts","Ust","Cal",106,125,104,610,755,840,5,90,86,75,57,42,30,28,160,142,917,16,41,"mixed","calcareous","755","5","90","86","75","57","42","30","28","160","142","917","16","41","mixed","calcareous"
-107.581545,38.506632,0,2563,9.17258071899414,158.563415527344,810,912,"659549","Mollisols","Ustolls","Argiustolls","Typic Argiustolls","Ust","Arg",107,125,103,610,714,840,24,88,85,77,64,34,33,33,141,142,917,17,43,"smectitic",NA,"714","24","88","85","77","64","34","33","33","141","142","917","17","43","smectitic",NA
-108.076689,38.498762,1,1880,5.44014358520508,72.0789031982422,811,915,"659531","Aridisols","Argids","Haplargids","Ustic Haplargids","Arg","Hap",103,104,120,660,792,900,1,96,96,82,53,59,24,17,87,141,2822,16,46,"mixed",NA,"792","1","96","96","82","53","59","24","17","87","141","2822","16","46","mixed",NA
-107.981854,38.497289,0,1786,2.22341346740723,74.465217590332,812,900,"659548","Aridisols","Argids","Calciargids","Typic Calciargids","Arg","Cal",103,104,104,740,819,900,3,91,84,72,63,37,38,26,75,154,917,17,42,"mixed","calcareous","819","3","91","84","72","63","37","38","26","75","154","917","17","42","mixed","calcareous"
-111.401934,38.489615,1,2368,6.10012865066528,72.8014602661133,813,421,"674562","Mollisols","Cryolls","Argicryolls","Ustic Argicryolls","Cry","Arg",107,107,103,610,789,900,5,81,79,69,55,44,32,23,134,120,917,20,51,"smectitic","calcareous","789","5","81","79","69","55","44","32","23","134","120","917","20","51","smectitic","calcareous"
-111.287382,38.48979,1,1929,6.2902045249939,33.7095375061035,814,567,"674532","Entisols","Orthents","Torriorthents","Lithic Torriorthents","Ort","Tor",104,115,131,740,833,900,1,95,92,72,39,72,17,11,46,136,2822,13,44,"mixed","calcareous","833","1","95","92","72","39","72","17","11","46","136","2822","13","44","mixed","calcareous"
-111.000716,38.490188,0,1640,4.80966997146606,164.357757568359,815,560,"674539","Entisols","Orthents","Torriorthents","Lithic Ustic Torriorthents","Ort","Tor",104,115,131,740,824,900,4,91,86,72,44,64,21,15,66,150,2822,10,41,"mixed","calcareous","824","4","91","86","72","44","64","21","15","66","150","2822","10","41","mixed","calcareous"
-110.714048,38.489838,0,1448,0.843636631965637,234.706649780273,816,562,"674531","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,842,960,1,89,85,70,47,55,26,20,48,140,91,15,43,"mixed","calcareous","842","1","89","85","70","47","55","26","20","48","140","91","15","43","mixed","calcareous"
-110.599384,38.489501,0,1509,0.664667725563049,245.224853515625,817,561,"674529","Aridisols","Calcids","Haplocalcids","Typic Haplocalcids","Cal","Hap",103,105,120,740,836,960,4,94,91,75,44,60,25,16,63,157,2822,9,39,"mixed","calcareous","836","4","94","91","75","44","60","25","16","63","157","2822","9","39","mixed","calcareous"
-110.370062,38.488491,0,1716,0.987021803855896,189.019317626953,818,568,"674536","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,740,829,900,0,98,96,78,39,75,16,9,54,157,9174,9,41,"mixed","calcareous","829","0","98","96","78","39","75","16","9","54","157","9174","9","41","mixed","calcareous"
-108.787891,38.48733,1,1766,3.81459999084473,296.980224609375,819,1124,"659553","Entisols","Orthents","Torriorthents",NA,"Ort","Tor",104,115,131,740,804,840,12,88,83,78,68,29,35,36,112,154,282,12,38,"not used","calcareous","804","12","88","83","78","68","29","35","36","112","154","282","12","38","not used","calcareous"
-109.796359,38.484278,1,1790,9.46171474456787,104.644309997559,820,1239,"674517","Entisols","Orthents","Torriorthents","Lithic Ustic Torriorthents","Ort","Tor",104,115,131,740,824,900,3,95,93,75,43,66,22,11,87,150,2822,10,41,"mixed","calcareous","824","3","95","93","75","43","66","22","11","87","150","2822","10","41","mixed","calcareous"
-109.624897,38.48211,0,1386,2.01879239082336,210.888473510742,821,945,"674479","Entisols","Orthents","Torriorthents","Ustic Torriorthents","Ort","Tor",104,115,131,740,844,900,33,77,59,48,27,63,19,18,112,160,7762,5,18,"not used",NA,"844","33","77","59","48","27","63","19","18","112","160","7762","5","18","not used",NA
-109.567589,38.481423,1,1447,4.44301223754883,20.765832901001,822,956,"674482",NA,NA,NA,NA,"non","non",100,100,100,740,835,900,6,76,71,54,31,70,15,15,75,0,0,0,0,"mixed","calcareous","835","6","76","71","54","31","70","15","15","75",NA,NA,NA,"na","mixed","calcareous"
-109.395722,38.479231,1,1772,1.44313228130341,244.945999145508,823,909,"674482",NA,NA,NA,NA,"non","non",100,100,100,740,835,900,6,76,71,54,31,70,15,15,75,0,0,0,0,"mixed","calcareous","835","6","76","71","54","31","70","15","15","75",NA,NA,NA,"na","mixed","calcareous"
-107.614327,38.479045,0,2874,2.70358753204346,9.38150978088379,824,963,"659544","Alfisols","Cryalfs","Glossocryalfs","Typic Glossocryalfs","Cry","Glo",101,107,118,560,675,780,13,87,81,73,60,34,33,33,305,142,917,17,42,"mixed",NA,"675","13","87","81","73","60","34","33","33","305","142","917","17","42","mixed",NA
-108.937377,38.472011,1,2135,6.94209384918213,66.0504150390625,825,693,"659531","Aridisols","Argids","Haplargids","Ustic Haplargids","Arg","Hap",103,104,120,660,792,900,1,96,96,82,53,59,24,17,87,141,2822,16,46,"mixed",NA,"792","1","96","96","82","53","59","24","17","87","141","2822","16","46","mixed",NA
-108.363982,38.469224,0,2662,3.08937525749207,7.76516580581665,826,962,"659550","Mollisols","Cryolls","Argicryolls","Vertic Argicryolls","Cry","Arg",107,107,103,560,666,780,17,78,75,67,51,36,34,30,220,156,282,18,41,"smectitic",NA,"666","17","78","75","67","51","36","34","30","220","156","282","18","41","smectitic",NA
-110.977791,38.463148,0,1505,1.23411476612091,97.9269256591797,827,600,"674533",NA,NA,NA,NA,"non","non",100,100,100,740,828,900,2,91,85,69,50,52,28,19,65,0,0,0,0,"mixed","calcareous","828","2","91","85","69","50","52","28","19","65",NA,NA,NA,"na","mixed","calcareous"
-110.851704,38.463057,0,1416,1.71391534805298,30.9637565612793,828,569,"674533",NA,NA,NA,NA,"non","non",100,100,100,740,828,900,2,91,85,69,50,52,28,19,65,0,0,0,0,"mixed","calcareous","828","2","91","85","69","50","52","28","19","65",NA,NA,NA,"na","mixed","calcareous"
-108.65156,38.467139,1,2150,3.67785215377808,235.441879272461,829,896,"659554","Inceptisols","Ustepts","Calciustepts","Lithic Calciustepts","Ust","Cal",106,125,104,610,755,840,5,90,86,75,57,42,30,28,160,142,917,16,41,"mixed","calcareous","755","5","90","86","75","57","42","30","28","160","142","917","16","41","mixed","calcareous"
-108.479078,38.463128,0,2757,2.51505398750305,159.670745849609,830,953,"659557","Inceptisols","Cryepts","Eutrocryepts","Typic Eutrocryepts","Cry","Eut",106,107,114,450,596,730,30,68,62,54,36,53,26,21,93,178,917,5,0,"mixed",NA,"596","30","68","62","54","36","53","26","21","93","178","917","5","na","mixed",NA
-107.464403,38.464566,0,2633,5.66714572906494,188.372695922852,831,918,"659535",NA,NA,NA,NA,"non","non",100,100,100,510,624,730,35,60,53,40,32,48,33,17,70,0,14114,5,0,"not used",NA,"624","35","60","53","40","32","48","33","17","70",NA,"14114","5","na","not used",NA
-109.06384,38.456139,0,2410,3.75867414474487,160.298645019531,832,967,"674280","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,610,741,900,7,90,86,79,64,37,31,31,226,147,2822,10,40,"mixed",NA,"741","7","90","86","79","64","37","31","31","226","147","2822","10","40","mixed",NA
-108.192877,38.456478,1,2016,4.26440858840942,263.866058349609,833,640,"659553","Entisols","Orthents","Torriorthents",NA,"Ort","Tor",104,115,131,740,804,840,12,88,83,78,68,29,35,36,112,154,282,12,38,"not used","calcareous","804","12","88","83","78","68","29","35","36","112","154","282","12","38","not used","calcareous"
-107.865539,38.455146,0,1792,0.541602909564972,306.869903564453,834,867,"659547","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","Flu","Tor",104,110,131,740,819,900,1,90,87,81,73,18,53,29,95,154,91,17,46,"mixed","calcareous","819","1","90","87","81","73","18","53","29","95","154","91","17","46","mixed","calcareous"
-108.021246,38.45228,1,1914,4.32296133041382,30.9637565612793,835,915,"659531","Aridisols","Argids","Haplargids","Ustic Haplargids","Arg","Hap",103,104,120,660,792,900,1,96,96,82,53,59,24,17,87,141,2822,16,46,"mixed",NA,"792","1","96","96","82","53","59","24","17","87","141","2822","16","46","mixed",NA
-107.830846,38.44698,0,1819,0.60804146528244,284.743560791016,836,867,"659547","Entisols","Fluvents","Torrifluvents","Typic Torrifluvents","Flu","Tor",104,110,131,740,819,900,1,90,87,81,73,18,53,29,95,154,91,17,46,"mixed","calcareous","819","1","90","87","81","73","18","53","29","95","154","91","17","46","mixed","calcareous"
-110.485044,38.443993,0,1619,0.999972403049469,242.840209960938,837,561,"674529","Aridisols","Calcids","Haplocalcids","Typic Haplocalcids","Cal","Hap",103,105,120,740,836,960,4,94,91,75,44,60,25,16,63,157,2822,9,39,"mixed","calcareous","836","4","94","91","75","44","60","25","16","63","157","2822","9","39","mixed","calcareous"
-110.313162,38.443111,0,1731,0.784526348114014,95.0921173095703,838,568,"674536","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,740,829,900,0,98,96,78,39,75,16,9,54,157,9174,9,41,"mixed","calcareous","829","0","98","96","78","39","75","16","9","54","157","9174","9","41","mixed","calcareous"
-110.25587,38.442761,0,1681,1.73116791248322,355.130065917969,839,568,"674536","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,740,829,900,0,98,96,78,39,75,16,9,54,157,9174,9,41,"mixed","calcareous","829","0","98","96","78","39","75","16","9","54","157","9174","9","41","mixed","calcareous"
-110.141314,38.441904,0,1749,0.887340009212494,47.8271255493164,840,563,"674537","Aridisols","Cambids","Haplocambids","Ustic Haplocambids","Cam","Hap",103,106,120,740,823,900,3,93,91,76,38,74,17,9,72,152,2822,10,42,"mixed",NA,"823","3","93","91","76","38","74","17","9","72","152","2822","10","42","mixed",NA
-109.96943,38.44059,0,1402,1.52161347866058,71.0123748779297,841,1240,"674479","Entisols","Orthents","Torriorthents","Ustic Torriorthents","Ort","Tor",104,115,131,740,844,900,33,77,59,48,27,63,19,18,112,160,7762,5,18,"not used",NA,"844","33","77","59","48","27","63","19","18","112","160","7762","5","18","not used",NA
-109.912528,38.440598,1,1698,9.76194667816162,62.1074066162109,842,1241,"674482",NA,NA,NA,NA,"non","non",100,100,100,740,835,900,6,76,71,54,31,70,15,15,75,0,0,0,0,"mixed","calcareous","835","6","76","71","54","31","70","15","15","75",NA,NA,NA,"na","mixed","calcareous"
-109.740304,38.43835,0,1337,2.77511787414551,265.846160888672,843,976,"674476",NA,NA,NA,NA,"non","non",100,100,100,740,819,900,2,79,75,45,26,75,14,10,75,0,0,0,0,"mixed","calcareous","819","2","79","75","45","26","75","14","10","75",NA,NA,NA,"na","mixed","calcareous"
-109.625753,38.437053,1,1601,11.736141204834,274.324432373047,844,945,"674479","Entisols","Orthents","Torriorthents","Ustic Torriorthents","Ort","Tor",104,115,131,740,844,900,33,77,59,48,27,63,19,18,112,160,7762,5,18,"not used",NA,"844","33","77","59","48","27","63","19","18","112","160","7762","5","18","not used",NA
-109.511289,38.435672,1,1681,2.10385823249817,340.232818603516,845,978,"674481","Mollisols","Xerolls","Haploxerolls","Calcic Haploxerolls","Xer","Hap",107,127,120,740,816,900,5,88,84,72,44,69,18,13,96,141,917,13,46,"mixed","calcareous","816","5","88","84","72","44","69","18","13","96","141","917","13","46","mixed","calcareous"
-109.339468,38.433318,1,1967,3.89930200576782,338.620178222656,846,966,"674485","Entisols","Orthents","Torriorthents","Ustic Torriorthents","Ort","Tor",104,115,131,740,832,900,25,83,70,62,39,54,25,21,200,160,7762,5,18,"not used",NA,"832","25","83","70","62","39","54","25","21","200","160","7762","5","18","not used",NA
-109.167631,38.430793,0,2671,3.48481583595276,118.042587280273,847,925,"674488","Mollisols","Cryolls","Palecryolls","Pachic Palecryolls","Cry","Pal",107,107,127,560,668,730,20,76,71,59,43,46,32,23,716,147,917,15,36,"mixed",NA,"668","20","76","71","59","43","46","32","23","716","147","917","15","36","mixed",NA
-108.995953,38.428351,1,2185,13.3578319549561,178.826873779297,848,967,"674280","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,610,741,900,7,90,86,79,64,37,31,31,226,147,2822,10,40,"mixed",NA,"741","7","90","86","79","64","37","31","31","226","147","2822","10","40","mixed",NA
-108.709663,38.422732,1,1743,3.26049137115479,189.551635742188,849,982,"659531","Aridisols","Argids","Haplargids","Ustic Haplargids","Arg","Hap",103,104,120,660,792,900,1,96,96,82,53,59,24,17,87,141,2822,16,46,"mixed",NA,"792","1","96","96","82","53","59","24","17","87","141","2822","16","46","mixed",NA
-107.463286,38.419222,0,2716,8.00719547271729,214.83430480957,850,981,"659544","Alfisols","Cryalfs","Glossocryalfs","Typic Glossocryalfs","Cry","Glo",101,107,118,560,675,780,13,87,81,73,60,34,33,33,305,142,917,17,42,"mixed",NA,"675","13","87","81","73","60","34","33","33","305","142","917","17","42","mixed",NA
-107.348833,38.421602,0,2554,5.08916282653809,40.6955299377441,851,981,"659544","Alfisols","Cryalfs","Glossocryalfs","Typic Glossocryalfs","Cry","Glo",101,107,118,560,675,780,13,87,81,73,60,34,33,33,305,142,917,17,42,"mixed",NA,"675","13","87","81","73","60","34","33","33","305","142","917","17","42","mixed",NA
-108.1945,38.411656,1,2268,3.65803170204163,36.4099922180176,852,656,"659554","Inceptisols","Ustepts","Calciustepts","Lithic Calciustepts","Ust","Cal",106,125,104,610,755,840,5,90,86,75,57,42,30,28,160,142,917,16,41,"mixed","calcareous","755","5","90","86","75","57","42","30","28","160","142","917","16","41","mixed","calcareous"
-108.080325,38.408703,1,2167,3.98370432853699,286.677947998047,853,964,"659554","Inceptisols","Ustepts","Calciustepts","Lithic Calciustepts","Ust","Cal",106,125,104,610,755,840,5,90,86,75,57,42,30,28,160,142,917,16,41,"mixed","calcareous","755","5","90","86","75","57","42","30","28","160","142","917","16","41","mixed","calcareous"
-111.401413,38.399513,1,2406,2.85047602653503,79.055778503418,854,428,"674659","Aridisols","Calcids","Haplocalcids","Xeric Haplocalcids","Cal","Hap",103,105,120,740,831,900,8,70,67,61,46,42,42,16,106,146,2822,10,25,"mixed",NA,"831","8","70","67","61","46","42","42","16","106","146","2822","10","25","mixed",NA
-111.286992,38.399713,1,1955,2.25627589225769,4.12759160995483,855,567,"674532","Entisols","Orthents","Torriorthents","Lithic Torriorthents","Ort","Tor",104,115,131,740,833,900,1,95,92,72,39,72,17,11,46,136,2822,13,44,"mixed","calcareous","833","1","95","92","72","39","72","17","11","46","136","2822","13","44","mixed","calcareous"
-111.115241,38.399917,1,1637,1.54284846782684,96.9112243652344,856,567,"674532","Entisols","Orthents","Torriorthents","Lithic Torriorthents","Ort","Tor",104,115,131,740,833,900,1,95,92,72,39,72,17,11,46,136,2822,13,44,"mixed","calcareous","833","1","95","92","72","39","72","17","11","46","136","2822","13","44","mixed","calcareous"
-111.057979,38.400049,0,1646,1.68595016002655,61.2007217407227,857,567,"674532","Entisols","Orthents","Torriorthents","Lithic Torriorthents","Ort","Tor",104,115,131,740,833,900,1,95,92,72,39,72,17,11,46,136,2822,13,44,"mixed","calcareous","833","1","95","92","72","39","72","17","11","46","136","2822","13","44","mixed","calcareous"
-110.828929,38.399939,0,1407,3.28173875808716,137.290603637695,858,600,"674533",NA,NA,NA,NA,"non","non",100,100,100,740,828,900,2,91,85,69,50,52,28,19,65,0,0,0,0,"mixed","calcareous","828","2","91","85","69","50","52","28","19","65",NA,NA,NA,"na","mixed","calcareous"
-110.084572,38.396486,0,1377,9.87072467803955,101.187843322754,859,575,"674534",NA,NA,NA,NA,"non","non",100,100,100,740,817,900,4,92,89,71,34,74,17,9,67,0,0,0,0,"mixed","calcareous","817","4","92","89","71","34","74","17","9","67",NA,NA,NA,"na","mixed","calcareous"
-109.970071,38.395535,0,1288,1.9391450881958,260.124389648438,860,1242,"674476",NA,NA,NA,NA,"non","non",100,100,100,740,819,900,2,79,75,45,26,75,14,10,75,0,0,0,0,"mixed","calcareous","819","2","79","75","45","26","75","14","10","75",NA,NA,NA,"na","mixed","calcareous"
-109.855576,38.394456,1,1821,10.3517398834229,150.649169921875,861,1241,"674482",NA,NA,NA,NA,"non","non",100,100,100,740,835,900,6,76,71,54,31,70,15,15,75,0,0,0,0,"mixed","calcareous","835","6","76","71","54","31","70","15","15","75",NA,NA,NA,"na","mixed","calcareous"
-109.340441,38.38831,1,2293,3.34790539741516,265.763610839844,862,983,"674484",NA,NA,NA,NA,"non","non",100,100,100,740,835,900,6,82,78,60,34,70,15,15,75,0,0,0,0,"mixed","calcareous","835","6","82","78","60","34","70","15","15","75",NA,NA,NA,"na","mixed","calcareous"
-110.920569,38.382012,0,1434,1.55150771141052,170.819458007812,863,600,"674533",NA,NA,NA,NA,"non","non",100,100,100,740,828,900,2,91,85,69,50,52,28,19,65,0,0,0,0,"mixed","calcareous","828","2","91","85","69","50","52","28","19","65",NA,NA,NA,"na","mixed","calcareous"
-110.737375,38.381745,0,1384,3.17021417617798,165.455520629883,864,429,"674529","Aridisols","Calcids","Haplocalcids","Typic Haplocalcids","Cal","Hap",103,105,120,740,836,960,4,94,91,75,44,60,25,16,63,157,2822,9,39,"mixed","calcareous","836","4","94","91","75","44","60","25","16","63","157","2822","9","39","mixed","calcareous"
-109.168533,38.385534,0,2416,2.67591381072998,186.303634643555,865,967,"674280","Mollisols","Ustolls","Haplustolls","Lithic Haplustolls","Ust","Hap",107,125,120,610,741,900,7,90,86,79,64,37,31,31,226,147,2822,10,40,"mixed",NA,"741","7","90","86","79","64","37","31","31","226","147","2822","10","40","mixed",NA
-108.997071,38.382927,1,1712,4.7035174369812,119.931510925293,866,992,"659558","Entisols","Orthents","Ustorthents","Torrertic Ustorthents","Ort","Ust",104,115,137,660,851,960,0,98,96,87,70,34,34,32,105,161,91,13,48,"smectitic","calcareous","851","0","98","96","87","70","34","34","32","105","161","91","13","48","smectitic","calcareous"
-108.825512,38.37985,1,1787,3.71654748916626,37.2272453308105,867,995,"659531","Aridisols","Argids","Haplargids","Ustic Haplargids","Arg","Hap",103,104,120,660,792,900,1,96,96,82,53,59,24,17,87,141,2822,16,46,"mixed",NA,"792","1","96","96","82","53","59","24","17","87","141","2822","16","46","mixed",NA
-108.711071,38.377742,0,1775,2.59193825721741,251.024536132812,868,980,"659531","Aridisols","Argids","Haplargids","Ustic Haplargids","Arg","Hap",103,104,120,660,792,900,1,96,96,82,53,59,24,17,87,141,2822,16,46,"mixed",NA,"792","1","96","96","82","53","59","24","17","87","141","2822","16","46","mixed",NA
-110.611481,38.372382,0,1327,2.13198924064636,219.406402587891,869,570,"674530","Entisols","Psamments","Torripsamments","Typic Torripsamments","Psa","Tor",104,116,131,740,838,900,5,91,89,69,38,65,23,12,50,162,9174,7,39,"mixed","calcareous","838","5","91","89","69","38","65","23","12","50","162","9174","7","39","mixed","calcareous"
-108.53951,38.374319,1,2070,7.23395824432373,162.413238525391,870,896,"659554","Inceptisols","Ustepts","Calciustepts","Lithic Calciustepts","Ust","Cal",106,125,104,610,755,840,5,90,86,75,57,42,30,28,160,142,917,16,41,"mixed","calcareous","755","5","90","86","75","57","42","30","28","160","142","917","16","41","mixed","calcareous"
-108.36777,38.370693,0,2340,6.11325120925903,11.5649566650391,871,977,"659545","Mollisols","Ustolls","Argiustolls","Vertic Argiustolls","Ust","Arg",107,125,103,560,738,900,9,87,82,76,62,34,33,33,188,150,91,18,44,"smectitic",NA,"738","9","87","82","76","62","34","33","33","188","150","91","18","44","smectitic",NA
-107.976234,38.362271,1,2139,1.95501697063446,15.135835647583,872,964,"659554","Inceptisols","Ustepts","Calciustepts","Lithic Calciustepts","Ust","Cal",106,125,104,610,755,840,5,90,86,75,57,42,30,28,160,142,917,16,41,"mixed","calcareous","755","5","90","86","75","57","42","30","28","160","142","917","16","41","mixed","calcareous"
-111.458492,38.354197,1,2482,5.05587673187256,201.866363525391,873,428,"674659","Aridisols","Calcids","Haplocalcids","Xeric Haplocalcids","Cal","Hap",103,105,120,740,831,900,8,70,67,61,46,42,42,16,106,146,2822,10,25,"mixed",NA,"831","8","70","67","61","46","42","42","16","106","146","2822","10","25","mixed",NA
-111.172431,38.354839,0,1661,2.99828004837036,96.9601135253906,874,567,"674532","Entisols","Orthents","Torriorthents","Lithic Torriorthents","Ort","Tor",104,115,131,740,833,900,1,95,92,72,39,72,17,11,46,136,2822,13,44,"mixed","calcareous","833","1","95","92","72","39","72","17","11","46","136","2822","13","44","mixed","calcareous"
-110.428461,38.353608,0,1597,4.05423498153687,349.460815429688,875,576,"674535","Entisols","Psamments","Torripsamments","Ustic Torripsamments","Psa","Tor",104,116,131,740,834,900,0,100,100,84,30,78,16,6,50,152,9174,9,43,"mixed",NA,"834","0","100","100","84","30","78","16","6","50","152","9174","9","43","mixed",NA
-109.570233,38.346289,1,1824,1.67709517478943,119.875991821289,876,997,"674483","Alfisols","Ustalfs","Haplustalfs","Calcidic Haplustalfs","Ust","Hap",101,125,120,660,805,900,0,100,100,89,56,62,21,17,90,152,2822,12,42,"mixed",NA,"805","0","100","100","89","56","62","21","17","90","152","2822","12","42","mixed",NA
-109.455911,38.344496,1,1752,1.99736189842224,7.56532096862793,877,956,"674482",NA,NA,NA,NA,"non","non",100,100,100,740,835,900,6,76,71,54,31,70,15,15,75,0,0,0,0,"mixed","calcareous","835","6","76","71","54","31","70","15","15","75",NA,NA,NA,"na","mixed","calcareous"
-107.529385,38.345766,0,2612,6.31443166732788,322.83642578125,878,929,"659545","Mollisols","Ustolls","Argiustolls","Vertic Argiustolls","Ust","Arg",107,125,103,560,738,900,9,87,82,76,62,34,33,33,188,150,91,18,44,"smectitic",NA,"738","9","87","82","76","62","34","33","33","188","150","91","18","44","smectitic",NA
-110.520138,38.335994,0,1433,3.54331469535828,205.167877197266,879,576,"674535","Entisols","Psamments","Torripsamments","Ustic Torripsamments","Psa","Tor",104,116,131,740,834,900,0,100,100,84,30,78,16,6,50,152,9174,9,43,"mixed",NA,"834","0","100","100","84","30","78","16","6","50","152","9174","9","43","mixed",NA
-109.341447,38.343249,1,1923,1.6528514623642,255.638580322266,880,983,"674484",NA,NA,NA,NA,"non","non",100,100,100,740,835,900,6,82,78,60,34,70,15,15,75,0,0,0,0,"mixed","calcareous","835","6","82","78","60","34","70","15","15","75",NA,NA,NA,"na","mixed","calcareous"
-108.941157,38.33693,1,1750,10.3326511383057,31.4295654296875,881,992,"659558","Entisols","Orthents","Ustorthents","Torrertic Ustorthents","Ort","Ust",104,115,137,660,851,960,0,98,96,87,70,34,34,32,105,161,91,13,48,"smectitic","calcareous","851","0","98","96","87","70","34","34","32","105","161","91","13","48","smectitic","calcareous"
-108.826801,38.334865,1,2030,8.45004272460938,231.421524047852,882,1000,"659531","Aridisols","Argids","Haplargids","Ustic Haplargids","Arg","Hap",103,104,120,660,792,900,1,96,96,82,53,59,24,17,87,141,2822,16,46,"mixed",NA,"792","1","96","96","82","53","59","24","17","87","141","2822","16","46","mixed",NA
-108.483851,38.327985,1,2071,3.94133949279785,181.57243347168,883,1001,"659554","Inceptisols","Ustepts","Calciustepts","Lithic Calciustepts","Ust","Cal",106,125,104,610,755,840,5,90,86,75,57,42,30,28,160,142,917,16,41,"mixed","calcareous","755","5","90","86","75","57","42","30","28","160","142","917","16","41","mixed","calcareous"
-107.45984,38.32901,0,2596,5.65750312805176,272.265625,884,929,"659545","Mollisols","Ustolls","Argiustolls","Vertic Argiustolls","Ust","Arg",107,125,103,560,738,900,9,87,82,76,62,34,33,33,188,150,91,18,44,"smectitic",NA,"738","9","87","82","76","62","34","33","33","188","150","91","18","44","smectitic",NA
-110.28002,38.325735,1,1822,1.48178339004517,40.3417472839355,885,563,"674537","Aridisols","Cambids","Haplocambids","Ustic Haplocambids","Cam","Hap",103,106,120,740,823,900,3,93,91,76,38,74,17,9,72,152,2822,10,42,"mixed",NA,"823","3","93","91","76","38","74","17","9","72","152","2822","10","42","mixed",NA
-108.369314,38.325847,1,2358,4.76526784896851,198.904571533203,886,1006,"659545","Mollisols","Ustolls","Argiustolls","Vertic Argiustolls","Ust","Arg",107,125,103,560,738,900,9,87,82,76,62,34,33,33,188,150,91,18,44,"smectitic",NA,"738","9","87","82","76","62","34","33","33","188","150","91","18","44","smectitic",NA
