"X","Y","juos","elev","slp","asp","point.ID","poly.ID","mukey","taxorder","taxsuborde","taxgrtgrou","taxsubgrp","subord","grtgrp","c_order","c_sbord","c_ggrp","phmin","phave","phmax","frag3to10","sieveno4","sieveno10","sieveno40","sieveno200","sand","silt","clay","omr","dryweight","ksat","awc","wsat","minalogy","reaction","ph_ave","frag_3to10","sieve_4","sieve_10","sieve_40","sieve_200","sand_txt","silt_txt","clay_txt","orgmat","dwieght","ksat_txt","awc_txt","wsat_txt","minerals","calcereous"
-110.882964,40.563068,0,2397,9.43683910369873,243.97624206543,63,1218,"674443","Inceptisols","Cryepts","Dystrocryepts","Typic Dystrocryepts","Cry","Dys",106,107,111,360,593,780,27,60,54,39,24,64,23,14,254,171,2822,5,11,"mixed","acid","593","27","60","54","39","24","64","23","14","254","171","2822","5","11","mixed","acid"
-110.823808,40.56256,0,3410,9.01760005950928,300.361724853516,64,455,"674444","Inceptisols","Cryepts","Dystrocryepts","Humic Dystrocryepts","Cry","Dys",106,107,111,360,586,780,24,67,60,44,29,69,21,10,164,165,917,11,11,"mixed","acid","586","24","67","60","44","29","69","21","10","164","165","917","11","11","mixed","acid"
-110.173807,40.559651,0,2602,7.38171577453613,165.080123901367,65,1216,"674445","Inceptisols","Cryepts","Dystrocryepts","Typic Dystrocryepts","Cry","Dys",106,107,111,360,707,900,37,61,56,45,31,56,26,18,308,171,2822,5,11,"mixed",NA,"707","37","61","56","45","31","56","26","18","308","171","2822","5","11","mixed",NA
-109.937736,40.558121,1,2227,4.51862907409668,149.842224121094,66,457,"674447","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,610,793,900,29,59,54,43,29,57,27,16,160,135,2822,5,28,"mixed","calcareous","793","29","59","54","43","29","57","27","16","160","135","2822","5","28","mixed","calcareous"
-109.760508,40.555997,1,2148,2.8873507976532,173.388748168945,67,724,"674446","Entisols","Orthents","Torriorthents","Ustic Torriorthents","Ort","Tor",104,115,131,660,814,900,5,84,81,64,42,53,30,17,122,150,2822,11,42,"mixed","calcareous","814","5","84","81","64","42","53","30","17","122","150","2822","11","42","mixed","calcareous"
-109.642627,40.553942,1,1914,2.22061705589294,172.998733520508,68,720,"674430",NA,NA,NA,NA,"non","non",100,100,100,660,824,900,7,76,72,56,35,59,27,14,151,0,0,0,0,"siliceous","calcareous","824","7","76","72","56","35","59","27","14","151",NA,NA,NA,"na","siliceous","calcareous"
-109.406316,40.551627,0,1640,0.580337822437286,132.838912963867,69,714,"674434","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,660,843,960,10,79,75,64,47,43,33,23,95,131,917,11,34,"mixed","calcareous","843","10","79","75","64","47","43","33","23","95","131","917","11","34","mixed","calcareous"
-109.347287,40.550798,0,1753,1.58136510848999,210.579223632812,70,721,"674435","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,780,864,960,4,92,91,81,63,38,36,26,48,148,91,18,48,"mixed","calcareous","864","4","92","91","81","63","38","36","26","48","148","91","18","48","mixed","calcareous"
-109.170223,40.548138,1,1663,2.17428421974182,91.83447265625,71,714,"674434","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,660,843,960,10,79,75,64,47,43,33,23,95,131,917,11,34,"mixed","calcareous","843","10","79","75","64","47","43","33","23","95","131","917","11","34","mixed","calcareous"
-109.11118,40.547187,1,1669,1.87306535243988,221.987213134766,72,714,"674434","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,660,843,960,10,79,75,64,47,43,33,23,95,131,917,11,34,"mixed","calcareous","843","10","79","75","64","47","43","33","23","95","131","917","11","34","mixed","calcareous"
-110.492932,40.543438,0,2580,9.50211524963379,50.7626342773438,73,1216,"674445","Inceptisols","Cryepts","Dystrocryepts","Typic Dystrocryepts","Cry","Dys",106,107,111,360,707,900,37,61,56,45,31,56,26,18,308,171,2822,5,11,"mixed",NA,"707","37","61","56","45","31","56","26","18","308","171","2822","5","11","mixed",NA
-110.433877,40.543235,0,2671,13.7559080123901,184.587783813477,74,1216,"674445","Inceptisols","Cryepts","Dystrocryepts","Typic Dystrocryepts","Cry","Dys",106,107,111,360,707,900,37,61,56,45,31,56,26,18,308,171,2822,5,11,"mixed",NA,"707","37","61","56","45","31","56","26","18","308","171","2822","5","11","mixed",NA
-108.816125,40.542058,1,2169,2.50429940223694,234.297790527344,75,709,"659481",NA,NA,NA,NA,"non","non",100,100,100,610,794,900,13,72,65,51,31,59,26,15,91,0,0,0,0,"carbonatic","calcareous","794","13","72","65","51","31","59","26","15","91",NA,NA,NA,"na","carbonatic","calcareous"
-108.698141,40.539685,0,2172,5.83659744262695,39.7474212646484,76,722,"659482","Mollisols","Ustolls","Argiustolls","Calcidic Argiustolls","Ust","Arg",107,125,103,660,774,900,16,80,77,70,45,51,30,19,118,136,917,17,45,"mixed",NA,"774","16","80","77","70","45","51","30","19","118","136","917","17","45","mixed",NA
-108.521119,40.536084,1,2175,2.38968729972839,26.3163013458252,77,709,"659481",NA,NA,NA,NA,"non","non",100,100,100,610,794,900,13,72,65,51,31,59,26,15,91,0,0,0,0,"carbonatic","calcareous","794","13","72","65","51","31","59","26","15","91",NA,NA,NA,"na","carbonatic","calcareous"
-108.403158,40.533446,1,2039,7.0583028793335,272.500396728516,78,1065,"659481",NA,NA,NA,NA,"non","non",100,100,100,610,794,900,13,72,65,51,31,59,26,15,91,0,0,0,0,"carbonatic","calcareous","794","13","72","65","51","31","59","26","15","91",NA,NA,NA,"na","carbonatic","calcareous"
-108.285271,40.530707,0,1883,2.6797924041748,161.146835327148,79,710,"659485","Entisols","Psamments","Torripsamments","Ustic Torripsamments","Psa","Tor",104,116,131,660,780,900,0,93,91,71,30,75,14,11,61,152,9174,9,42,"mixed","calcareous","780","0","93","91","71","30","75","14","11","61","152","9174","9","42","mixed","calcareous"
-110.646575,40.517189,0,2899,9.91347026824951,27.9709224700928,80,1216,"674445","Inceptisols","Cryepts","Dystrocryepts","Typic Dystrocryepts","Cry","Dys",106,107,111,360,707,900,37,61,56,45,31,56,26,18,308,171,2822,5,11,"mixed",NA,"707","37","61","56","45","31","56","26","18","308","171","2822","5","11","mixed",NA
-109.879303,40.512147,1,1955,3.15749335289001,193.015640258789,81,1219,"674434","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,660,843,960,10,79,75,64,47,43,33,23,95,131,917,11,34,"mixed","calcareous","843","10","79","75","64","47","43","33","23","95","131","917","11","34","mixed","calcareous"
-109.643366,40.509682,1,1929,3.89527153968811,129.689178466797,82,1219,"674434","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,660,843,960,10,79,75,64,47,43,33,23,95,131,917,11,34,"mixed","calcareous","843","10","79","75","64","47","43","33","23","95","131","917","11","34","mixed","calcareous"
-109.583694,40.508984,1,1768,2.91335272789001,202.959030151367,83,720,"674430",NA,NA,NA,NA,"non","non",100,100,100,660,824,900,7,76,72,56,35,59,27,14,151,0,0,0,0,"siliceous","calcareous","824","7","76","72","56","35","59","27","14","151",NA,NA,NA,"na","siliceous","calcareous"
-110.092078,40.496059,1,2206,3.49694919586182,94.6900405883789,84,457,"674447","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,610,793,900,29,59,54,43,29,57,27,16,160,135,2822,5,28,"mixed","calcareous","793","29","59","54","43","29","57","27","16","160","135","2822","5","28","mixed","calcareous"
-107.903531,40.499134,0,1965,0.714491307735443,252.349868774414,85,710,"659485","Entisols","Psamments","Torripsamments","Ustic Torripsamments","Psa","Tor",104,116,131,660,780,900,0,93,91,71,30,75,14,11,61,152,9174,9,42,"mixed","calcareous","780","0","93","91","71","30","75","14","11","61","152","9174","9","42","mixed","calcareous"
-108.581847,40.492206,1,2103,3.41956305503845,169.451934814453,86,709,"659481",NA,NA,NA,NA,"non","non",100,100,100,610,794,900,13,72,65,51,31,59,26,15,91,0,0,0,0,"carbonatic","calcareous","794","13","72","65","51","31","59","26","15","91",NA,NA,NA,"na","carbonatic","calcareous"
-108.228145,40.484322,0,1875,1.36086940765381,249.710800170898,87,710,"659485","Entisols","Psamments","Torripsamments","Ustic Torripsamments","Psa","Tor",104,116,131,660,780,900,0,93,91,71,30,75,14,11,61,152,9174,9,42,"mixed","calcareous","780","0","93","91","71","30","75","14","11","61","152","9174","9","42","mixed","calcareous"
-108.051386,40.479944,0,1900,2.09306502342224,328.600555419922,88,710,"659485","Entisols","Psamments","Torripsamments","Ustic Torripsamments","Psa","Tor",104,116,131,660,780,900,0,93,91,71,30,75,14,11,61,152,9174,9,42,"mixed","calcareous","780","0","93","91","71","30","75","14","11","61","152","9174","9","42","mixed","calcareous"
-107.773128,40.484324,0,1965,1.66611266136169,176.539810180664,89,1066,"676950","Aridisols","Argids","Haplargids","Ustic Haplargids","Arg","Hap",103,104,120,660,789,900,6,85,82,70,51,48,29,22,71,126,917,17,48,"mixed",NA,"789","6","85","82","70","51","48","29","22","71","126","917","17","48","mixed",NA
-110.941796,40.472526,0,2610,4.39713716506958,141.560195922852,90,459,"674414","Mollisols","Cryolls","Argicryolls","Pachic Argicryolls","Cry","Arg",107,107,103,560,732,900,18,71,67,56,42,45,32,22,282,155,917,16,41,"mixed","calcareous","732","18","71","67","56","42","45","32","22","282","155","917","16","41","mixed","calcareous"
-110.469882,40.471308,0,2419,4.39152765274048,139.278503417969,91,457,"674447","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,610,793,900,29,59,54,43,29,57,27,16,160,135,2822,5,28,"mixed","calcareous","793","29","59","54","43","29","57","27","16","160","135","2822","5","28","mixed","calcareous"
-110.351925,40.470707,0,2174,1.3894499540329,172.321029663086,92,457,"674447","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,610,793,900,29,59,54,43,29,57,27,16,160,135,2822,5,28,"mixed","calcareous","793","29","59","54","43","29","57","27","16","160","135","2822","5","28","mixed","calcareous"
-110.292948,40.470361,0,2306,2.22061705589294,198.056350708008,93,457,"674447","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,610,793,900,29,59,54,43,29,57,27,16,160,135,2822,5,28,"mixed","calcareous","793","29","59","54","43","29","57","27","16","160","135","2822","5","28","mixed","calcareous"
-110.116032,40.469164,1,1922,3.03531217575073,167.946014404297,94,457,"674447","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,610,793,900,29,59,54,43,29,57,27,16,160,135,2822,5,28,"mixed","calcareous","793","29","59","54","43","29","57","27","16","160","135","2822","5","28","mixed","calcareous"
-109.99645,40.467972,1,1896,1.33687579631805,156.104843139648,95,457,"674447","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,610,793,900,29,59,54,43,29,57,27,16,160,135,2822,5,28,"mixed","calcareous","793","29","59","54","43","29","57","27","16","160","135","2822","5","28","mixed","calcareous"
-109.762201,40.4659,1,1905,1.45957672595978,237.994613647461,96,1219,"674434","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,660,843,960,10,79,75,64,47,43,33,23,95,131,917,11,34,"mixed","calcareous","843","10","79","75","64","47","43","33","23","95","131","917","11","34","mixed","calcareous"
-109.030953,40.464783,1,1930,6.52415418624878,18.520528793335,97,728,"659482","Mollisols","Ustolls","Argiustolls","Calcidic Argiustolls","Ust","Arg",107,125,103,660,774,900,16,80,77,70,45,51,30,19,118,136,917,17,45,"mixed",NA,"774","16","80","77","70","45","51","30","19","118","136","917","17","45","mixed",NA
-109.290548,40.459888,1,1737,9.63665866851807,196.590133666992,98,709,"659481",NA,NA,NA,NA,"non","non",100,100,100,610,794,900,13,72,65,51,31,59,26,15,91,0,0,0,0,"carbonatic","calcareous","794","13","72","65","51","31","59","26","15","91",NA,NA,NA,"na","carbonatic","calcareous"
-108.995832,40.455162,0,2011,10.8162651062012,4.70310401916504,99,709,"659481",NA,NA,NA,NA,"non","non",100,100,100,610,794,900,13,72,65,51,31,59,26,15,91,0,0,0,0,"carbonatic","calcareous","794","13","72","65","51","31","59","26","15","91",NA,NA,NA,"na","carbonatic","calcareous"
-108.78372,40.451505,1,1903,6.37746524810791,343.360443115234,100,709,"659481",NA,NA,NA,NA,"non","non",100,100,100,610,794,900,13,72,65,51,31,59,26,15,91,0,0,0,0,"carbonatic","calcareous","794","13","72","65","51","31","59","26","15","91",NA,NA,NA,"na","carbonatic","calcareous"
-108.701217,40.449649,1,2000,2.43889236450195,23.1508846282959,101,728,"659482","Mollisols","Ustolls","Argiustolls","Calcidic Argiustolls","Ust","Arg",107,125,103,660,774,900,16,80,77,70,45,51,30,19,118,136,917,17,45,"mixed",NA,"774","16","80","77","70","45","51","30","19","118","136","917","17","45","mixed",NA
-108.642216,40.448559,1,1978,4.93299388885498,356.591430664062,102,728,"659482","Mollisols","Ustolls","Argiustolls","Calcidic Argiustolls","Ust","Arg",107,125,103,660,774,900,16,80,77,70,45,51,30,19,118,136,917,17,45,"mixed",NA,"774","16","80","77","70","45","51","30","19","118","136","917","17","45","mixed",NA
-108.347731,40.442083,1,1960,2.76497006416321,208.930114746094,103,1065,"659481",NA,NA,NA,NA,"non","non",100,100,100,610,794,900,13,72,65,51,31,59,26,15,91,0,0,0,0,"carbonatic","calcareous","794","13","72","65","51","31","59","26","15","91",NA,NA,NA,"na","carbonatic","calcareous"
-107.830173,40.437894,1,2029,2.92422676086426,248.114212036133,104,718,"659483","Mollisols","Cryolls","Haplocryolls","Pachic Haplocryolls","Cry","Hap",107,107,120,610,725,840,8,83,79,69,52,46,26,28,134,134,2822,14,45,"mixed",NA,"725","8","83","79","69","52","46","26","28","134","134","2822","14","45","mixed",NA
-110.76485,40.42741,1,2239,3.67088437080383,231.151840209961,105,457,"674447","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,610,793,900,29,59,54,43,29,57,27,16,160,135,2822,5,28,"mixed","calcareous","793","29","59","54","43","29","57","27","16","160","135","2822","5","28","mixed","calcareous"
-108.053354,40.434958,0,2003,6.53389596939087,251.864135742188,106,1067,"659481",NA,NA,NA,NA,"non","non",100,100,100,610,794,900,13,72,65,51,31,59,26,15,91,0,0,0,0,"carbonatic","calcareous","794","13","72","65","51","31","59","26","15","91",NA,NA,NA,"na","carbonatic","calcareous"
-111.059795,40.427321,0,2882,7.541184425354,325.304840087891,107,459,"674414","Mollisols","Cryolls","Argicryolls","Pachic Argicryolls","Cry","Arg",107,107,103,560,732,900,18,71,67,56,42,45,32,22,282,155,917,16,41,"mixed","calcareous","732","18","71","67","56","42","45","32","22","282","155","917","16","41","mixed","calcareous"
-110.823594,40.427352,1,2144,3.32339215278625,46.1306915283203,108,459,"674414","Mollisols","Cryolls","Argicryolls","Pachic Argicryolls","Cry","Arg",107,107,103,560,732,900,18,71,67,56,42,45,32,22,282,155,917,16,41,"mixed","calcareous","732","18","71","67","56","42","45","32","22","282","155","917","16","41","mixed","calcareous"
-110.64706,40.426939,0,2512,4.36302900314331,222.130432128906,109,1216,"674445","Inceptisols","Cryepts","Dystrocryepts","Typic Dystrocryepts","Cry","Dys",106,107,111,360,707,900,37,61,56,45,31,56,26,18,308,171,2822,5,11,"mixed",NA,"707","37","61","56","45","31","56","26","18","308","171","2822","5","11","mixed",NA
-110.529212,40.426502,1,2102,1.43419289588928,132.814193725586,110,457,"674447","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,610,793,900,29,59,54,43,29,57,27,16,160,135,2822,5,28,"mixed","calcareous","793","29","59","54","43","29","57","27","16","160","135","2822","5","28","mixed","calcareous"
-110.352771,40.425523,1,2081,1.04818141460419,188.48893737793,111,457,"674447","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,610,793,900,29,59,54,43,29,57,27,16,160,135,2822,5,28,"mixed","calcareous","793","29","59","54","43","29","57","27","16","160","135","2822","5","28","mixed","calcareous"
-110.234389,40.424845,1,2061,3.33324074745178,166.865982055664,112,457,"674447","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,610,793,900,29,59,54,43,29,57,27,16,160,135,2822,5,28,"mixed","calcareous","793","29","59","54","43","29","57","27","16","160","135","2822","5","28","mixed","calcareous"
-109.763004,40.420847,0,1736,2.01116919517517,114.298072814941,113,1219,"674434","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,660,843,960,10,79,75,64,47,43,33,23,95,131,917,11,34,"mixed","calcareous","843","10","79","75","64","47","43","33","23","95","131","917","11","34","mixed","calcareous"
-109.468423,40.417338,0,1568,1.19974768161774,73.9023590087891,114,723,"674437","Entisols","Orthents","Torriorthents","Typic Torriorthents","Ort","Tor",104,115,131,740,845,960,7,89,87,71,46,59,25,16,68,154,282,17,46,"mixed","calcareous","845","7","89","87","71","46","59","25","16","68","154","282","17","46","mixed","calcareous"
-109.172148,40.412934,1,1704,4.70303773880005,297.574554443359,115,709,"659481",NA,NA,NA,NA,"non","non",100,100,100,610,794,900,13,72,65,51,31,59,26,15,91,0,0,0,0,"carbonatic","calcareous","794","13","72","65","51","31","59","26","15","91",NA,NA,NA,"na","carbonatic","calcareous"
-109.114975,40.412115,1,2319,4.78510475158691,303.818237304688,116,709,"659481",NA,NA,NA,NA,"non","non",100,100,100,610,794,900,13,72,65,51,31,59,26,15,91,0,0,0,0,"carbonatic","calcareous","794","13","72","65","51","31","59","26","15","91",NA,NA,NA,"na","carbonatic","calcareous"
-109.845832,40.403704,0,1647,0.453405678272247,205.253158569336,117,1220,"674450","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,740,839,900,8,82,79,65,47,50,31,19,100,131,917,11,34,"mixed","calcareous","839","8","82","79","65","47","50","31","19","100","131","917","11","34","mixed","calcareous"
-108.997135,40.410089,0,2444,2.2240583896637,64.2368621826172,118,728,"659482","Mollisols","Ustolls","Argiustolls","Calcidic Argiustolls","Ust","Arg",107,125,103,660,774,900,16,80,77,70,45,51,30,19,118,136,917,17,45,"mixed",NA,"774","16","80","77","70","45","51","30","19","118","136","917","17","45","mixed",NA
-108.879375,40.408025,1,2262,0.256385892629623,275.194427490234,119,728,"659482","Mollisols","Ustolls","Argiustolls","Calcidic Argiustolls","Ust","Arg",107,125,103,660,774,900,16,80,77,70,45,51,30,19,118,136,917,17,45,"mixed",NA,"774","16","80","77","70","45","51","30","19","118","136","917","17","45","mixed",NA
-108.408428,40.398404,1,2022,2.96710133552551,210.707748413086,120,730,"659488","Mollisols","Ustolls","Argiustolls","Aridic Argiustolls","Ust","Arg",107,125,103,660,780,900,2,96,95,88,71,32,35,32,84,125,917,17,51,"mixed",NA,"780","2","96","95","88","71","32","35","32","84","125","917","17","51","mixed",NA
-107.710556,40.395725,1,1991,3.33892154693604,359.469512939453,121,718,"659483","Mollisols","Cryolls","Haplocryolls","Pachic Haplocryolls","Cry","Hap",107,107,120,610,725,840,8,83,79,69,52,46,26,28,134,134,2822,14,45,"mixed",NA,"725","8","83","79","69","52","46","26","28","134","134","2822","14","45","mixed",NA
-107.945954,40.389972,0,1891,0.690116286277771,109.653823852539,122,1066,"676950","Aridisols","Argids","Haplargids","Ustic Haplargids","Arg","Hap",103,104,120,660,789,900,6,85,82,70,51,48,29,22,71,126,917,17,48,"mixed",NA,"789","6","85","82","70","51","48","29","22","71","126","917","17","48","mixed",NA
-111.000732,40.382442,0,3006,6.11117696762085,119.79866027832,123,459,"674414","Mollisols","Cryolls","Argicryolls","Pachic Argicryolls","Cry","Arg",107,107,103,560,732,900,18,71,67,56,42,45,32,22,282,155,917,16,41,"mixed","calcareous","732","18","71","67","56","42","45","32","22","282","155","917","16","41","mixed","calcareous"
-110.706198,40.382059,0,2060,2.7957079410553,183.329238891602,124,457,"674447","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,610,793,900,29,59,54,43,29,57,27,16,160,135,2822,5,28,"mixed","calcareous","793","29","59","54","43","29","57","27","16","160","135","2822","5","28","mixed","calcareous"
-110.17733,40.378671,1,1946,1.75146198272705,250.924896240234,125,461,"674457","Entisols","Psamments","Torripsamments","Ustic Torripsamments","Psa","Tor",104,116,131,660,830,900,8,81,78,62,41,54,27,19,90,167,9174,8,37,"siliceous","calcareous","830","8","81","78","62","41","54","27","19","90","167","9174","8","37","siliceous","calcareous"
-110.058304,40.378601,0,1685,1.00689041614532,154.025604248047,126,1220,"674450","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","Cal","Hap",103,105,120,740,839,900,8,82,79,65,47,50,31,19,100,131,917,11,34,"mixed","calcareous","839","8","82","79","65","47","50","31","19","100","131","917","11","34","mixed","calcareous"
